captureTimestamp,captureDateTime,captureRevision,eventID,stateID,raceType,raceTypeID,tabulationStatus,raceCallStatus,officeID,officeName,national,seatName,seatNum,parameters.vote.expected.actual,parameters.vote.expected.eevpCap,parameters.vote.total,parameters.vote.registered,isUpdated,raceID,electionDate,statePostal,incumbentID,candidates.45608.first,candidates.45608.last,candidates.45608.party,candidates.45608.incumbent,candidates.45608.candidateID,candidates.45608.polID,candidates.45608.ballotOrder,candidates.45608.polNum,candidates.45608.electWon,candidates.45706.first,candidates.45706.last,candidates.45706.party,candidates.45706.candidateID,candidates.45706.polID,candidates.45706.ballotOrder,candidates.45706.polNum,candidates.45706.electWon,candidates.45608.winnerDateTime,isCertified
1667886761,2022-11-08 05:52:41 +0000,454ce019f86614717daba988180b8577e032630f,NC-20221108_Eday62,34,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 9,9,235731,99,0,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667944347,2022-11-08 21:52:27 +0000,05a3e91e497cb8d3251b3f2f481fd479b6ed8cc7,NC-20221108_Eday80,34,General,G,Awaiting Poll Close,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,0,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667955153,2022-11-09 00:52:33 +0000,5dbf5007b88cfdc60ec0e8e538e0df6eb1e86637,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,85535,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667955702,2022-11-09 01:01:42 +0000,f6f1267e463cf8ecb93583f1dab12bfae681d775,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,125764,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667956006,2022-11-09 01:06:46 +0000,01cc2f6d0039b2fcb59e03eced60e58dcb253844,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,85535,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667956272,2022-11-09 01:11:12 +0000,e9730fe8cd073de363599251493da8f113e7bb60,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,125764,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667956547,2022-11-09 01:15:47 +0000,8138046ce1ccc9e37269480764f23b8c9cec781a,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,125927,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667956832,2022-11-09 01:20:32 +0000,83b25784602daed92be104db5cf5a6446230f2d5,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,137959,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667957430,2022-11-09 01:30:30 +0000,03f90a735487a191903970f5b59ebf51d460c3e0,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,145017,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667957993,2022-11-09 01:39:53 +0000,af6b7ce58befb45bf1dd57f93615d5da519d3770,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,163804,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667958843,2022-11-09 01:54:03 +0000,cdc0d2ad2c3afd665dd741c97f9de238aafb3cf6,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,177006,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667959699,2022-11-09 02:08:19 +0000,204acec220204cf7636f9483a8300da582a314fa,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,199961,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667960264,2022-11-09 02:17:44 +0000,e239f4bcca07deff3069ebbdd016fa8b8d41d752,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,202010,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667961378,2022-11-09 02:36:18 +0000,38867b5c6238941f5844472df77322f71d62b761,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,208739,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667962837,2022-11-09 03:00:37 +0000,d57fedbb0cf82cf130c9d008e459203d23c317e0,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,219325,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667963936,2022-11-09 03:18:56 +0000,05b874b27e9d0f9fdd5056261aa4b35a7cfd0586,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,222138,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667964860,2022-11-09 03:34:20 +0000,ee3367b043972f1875e6948799a9babb4f41fd05,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,269725,99,223755,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667965711,2022-11-09 03:48:31 +0000,3f97935f76145660588ec69d4480a824e21e2bd4,NC-20221108_Eday80,34,General,G,Active Tabulation,Too Early to Call,H,U.S. House,True,District 9,9,246521,99,230610,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,,
1667969768,2022-11-08 22:56:08 -0600,13751e5ba6ec1b0e3bf8ed4bdd82f9ad01fec7e2,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,246521,99,230610,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1668095807,2022-11-10 09:56:47 -0600,7c89847a1081ced0040e0f0fa437a924968042ba,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,232939,99,230610,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1668697231,2022-11-17 09:00:31 -0600,0330d410285116da8c6dfb13ba913a68b57f0d0b,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,232939,99,230685,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1668786096,2022-11-18 09:41:36 -0600,67e2513014d50676d7924d24b42b369b3c8180d0,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,232939,99,231258,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1668789583,2022-11-18 10:39:43 -0600,c1efc7a33c77f593048607aa3bc1b2e6daec3dec,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,232939,99,231422,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1668792443,2022-11-18 11:27:23 -0600,c454e5f0916664eb5c4dc5acb2bd741d239d14ad,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,232939,99,231804,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1668806297,2022-11-18 15:18:17 -0600,816a18446c1c30e609edcad70870ad4ad0429702,NC-20221108_Eday80,34,General,G,Active Tabulation,Called,H,U.S. House,True,District 9,9,232939,99,232017,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1668877216,2022-11-19 11:00:16 -0600,ae78cff2e46a60963e26323fb60cd25bdd10a58a,NC-20221108_Eday80,34,General,G,Tabulation Paused,Called,H,U.S. House,True,District 9,9,232939,99,232646,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1668883486,2022-11-19 12:44:46 -0600,d9b0a079ef55d95537137494c69299590a4eb105,NC-20221108_Eday80,34,General,G,Tabulation Paused,Called,H,U.S. House,True,District 9,9,232939,99,232643,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1668885510,2022-11-19 13:18:30 -0600,890bbdc4b2edb081146eb13526d1a8f5d0f28c39,NC-20221108_Eday80,34,General,G,Tabulation Paused,Called,H,U.S. House,True,District 9,9,233571,99,232643,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1668918042,2022-11-19 22:20:42 -0600,596f050b02a7a95d12910f6450a01abb4356c300,NC-20221108_Eday80,34,General,G,Tabulation Paused,Called,H,U.S. House,True,District 9,9,234150,99,232643,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1669130542,2022-11-22 09:22:22 -0600,46246b148209830fe2a78758c0a49add3f1945db,NC-20221108_Eday80,34,General,G,Tabulation Paused,Called,H,U.S. House,True,District 9,9,234150,99,232656,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1669136930,2022-11-22 11:08:50 -0600,bf65f30dd62a318e807d4315a54ad473d9ce5eea,NC-20221108_Eday80,34,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 9,9,234150,99,232656,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,
1669139261,2022-11-22 11:47:41 -0600,1c6afc4d09cc20f3a5ebc8adc0500553b539a918,NC-20221108_Eday80,34,General,G,Gathering Certified Results,Called,H,U.S. House,True,District 9,9,234150,99,232656,774620,True,20221108NC34975,2022-11-08,NC,45608,Richard,Hudson,GOP,True,45608,61758,2,37265,0,Ben,Clark,Dem,45706,1857,1,37732,0,2022-11-09T04:49:21.441Z,False
